minute,day,hour,day_of_week,is_weekend,room,running_washers,running_dryers,wash_queue,dry_queue
225,0,3,0,0,men,1,3,0,0
226,0,3,0,0,men,1,3,0,0
227,0,3,0,0,men,1,3,0,0
228,0,3,0,0,men,1,3,0,0
229,0,3,0,0,men,1,3,0,0
230,0,3,0,0,men,1,3,0,0
231,0,3,0,0,men,1,3,0,0
232,0,3,0,0,men,2,3,0,0
233,0,3,0,0,men,2,2,0,0
234,0,3,0,0,men,1,3,0,0
235,0,3,0,0,men,1,3,0,0
236,0,3,0,0,men,1,3,0,0
237,0,3,0,0,men,1,3,0,0
238,0,3,0,0,men,1,3,0,0
239,0,3,0,0,men,1,3,0,0
240,0,4,0,0,men,1,3,0,0
241,0,4,0,0,men,1,3,0,0
242,0,4,0,0,men,1,3,0,0
243,0,4,0,0,men,1,3,0,0
244,0,4,0,0,men,1,3,0,0
245,0,4,0,0,men,1,3,0,0
246,0,4,0,0,men,1,3,0,0
247,0,4,0,0,men,1,3,0,0
248,0,4,0,0,men,1,3,0,0
249,0,4,0,0,men,1,3,0,0
250,0,4,0,0,men,1,3,0,0
251,0,4,0,0,men,1,3,0,0
252,0,4,0,0,men,1,3,0,0
253,0,4,0,0,men,1,3,0,0
254,0,4,0,0,men,1,3,0,0
255,0,4,0,0,men,1,3,0,0
256,0,4,0,0,men,1,3,0,0
257,0,4,0,0,men,1,3,0,0
258,0,4,0,0,men,1,3,0,0
259,0,4,0,0,men,1,3,0,0
260,0,4,0,0,men,1,3,0,0
261,0,4,0,0,men,1,3,0,0
262,0,4,0,0,men,1,2,0,0
263,0,4,0,0,men,1,2,0,0
264,0,4,0,0,men,1,2,0,0
265,0,4,0,0,men,1,2,0,0
266,0,4,0,0,men,1,2,0,0
267,0,4,0,0,men,1,2,0,0
268,0,4,0,0,men,1,2,0,0
269,0,4,0,0,men,1,2,0,0
270,0,4,0,0,men,1,2,0,0
271,0,4,0,0,men,1,2,0,0
272,0,4,0,0,men,1,2,0,0
273,0,4,0,0,men,1,2,0,0
274,0,4,0,0,men,1,1,0,0
275,0,4,0,0,men,1,1,0,0
276,0,4,0,0,men,1,1,0,0
277,0,4,0,0,men,1,1,0,0
278,0,4,0,0,men,1,1,0,0
279,0,4,0,0,men,1,1,0,0
280,0,4,0,0,men,0,2,0,0
281,0,4,0,0,men,1,2,0,0
282,0,4,0,0,men,1,2,0,0
283,0,4,0,0,men,1,2,0,0
284,0,4,0,0,men,1,2,0,0
285,0,4,0,0,men,1,2,0,0
286,0,4,0,0,men,2,2,0,0
287,0,4,0,0,men,2,2,0,0
288,0,4,0,0,men,2,2,0,0
289,0,4,0,0,men,2,2,0,0
290,0,4,0,0,men,2,2,0,0
291,0,4,0,0,men,2,2,0,0
292,0,4,0,0,men,2,2,0,0
293,0,4,0,0,men,2,2,0,0
294,0,4,0,0,men,2,2,0,0
295,0,4,0,0,men,2,2,0,0
296,0,4,0,0,men,2,2,0,0
297,0,4,0,0,men,2,2,0,0
298,0,4,0,0,men,2,2,0,0
299,0,4,0,0,men,2,2,0,0
300,0,5,0,0,men,2,2,0,0
301,0,5,0,0,men,2,2,0,0
302,0,5,0,0,men,2,2,0,0
303,0,5,0,0,men,2,2,0,0
304,0,5,0,0,men,2,2,0,0
305,0,5,0,0,men,2,2,0,0
306,0,5,0,0,men,2,2,0,0
307,0,5,0,0,men,2,2,0,0
308,0,5,0,0,men,2,2,0,0
309,0,5,0,0,men,2,2,0,0
310,0,5,0,0,men,2,2,0,0
311,0,5,0,0,men,2,2,0,0
312,0,5,0,0,men,2,2,0,0
313,0,5,0,0,men,2,2,0,0
314,0,5,0,0,men,2,2,0,0
315,0,5,0,0,men,2,2,0,0
316,0,5,0,0,men,2,2,0,0
317,0,5,0,0,men,2,2,0,0
318,0,5,0,0,men,2,2,0,0
319,0,5,0,0,men,2,2,0,0
320,0,5,0,0,men,2,2,0,0
321,0,5,0,0,men,2,2,0,0
322,0,5,0,0,men,2,2,0,0
323,0,5,0,0,men,2,2,0,0
324,0,5,0,0,men,2,2,0,0
325,0,5,0,0,men,1,3,0,0
326,0,5,0,0,men,1,3,0,0
327,0,5,0,0,men,1,3,0,0
328,0,5,0,0,men,1,3,0,0
329,0,5,0,0,men,0,4,0,0
330,0,5,0,0,men,0,4,0,0
331,0,5,0,0,men,0,4,0,0
332,0,5,0,0,men,1,4,0,0
333,0,5,0,0,men,1,4,0,0
334,0,5,0,0,men,1,3,0,0
335,0,5,0,0,men,1,3,0,0
336,0,5,0,0,men,1,3,0,0
337,0,5,0,0,men,1,3,0,0
338,0,5,0,0,men,1,3,0,0
339,0,5,0,0,men,1,3,0,0
340,0,5,0,0,men,1,3,0,0
341,0,5,0,0,men,1,3,0,0
342,0,5,0,0,men,1,3,0,0
343,0,5,0,0,men,1,3,0,0
344,0,5,0,0,men,1,3,0,0
345,0,5,0,0,men,1,3,0,0
346,0,5,0,0,men,1,3,0,0
347,0,5,0,0,men,1,3,0,0
348,0,5,0,0,men,1,3,0,0
349,0,5,0,0,men,1,3,0,0
350,0,5,0,0,men,2,3,0,0
351,0,5,0,0,men,2,3,0,0
352,0,5,0,0,men,2,3,0,0
353,0,5,0,0,men,2,3,0,0
354,0,5,0,0,men,2,3,0,0
355,0,5,0,0,men,2,3,0,0
356,0,5,0,0,men,2,3,0,0
357,0,5,0,0,men,2,3,0,0
358,0,5,0,0,men,2,3,0,0
359,0,5,0,0,men,2,3,0,0
360,0,6,0,0,men,2,3,0,0
361,0,6,0,0,men,2,3,0,0
362,0,6,0,0,men,2,3,0,0
363,0,6,0,0,men,2,3,0,0
364,0,6,0,0,men,2,3,0,0
365,0,6,0,0,men,2,3,0,0
366,0,6,0,0,men,2,3,0,0
367,0,6,0,0,men,2,3,0,0
368,0,6,0,0,men,2,3,0,0
369,0,6,0,0,men,2,3,0,0
370,0,6,0,0,men,2,3,0,0
371,0,6,0,0,men,1,4,0,0
372,0,6,0,0,men,1,4,0,0
373,0,6,0,0,men,1,4,0,0
374,0,6,0,0,men,1,4,0,0
375,0,6,0,0,men,1,4,0,0
376,0,6,0,0,men,1,4,0,0
377,0,6,0,0,men,1,4,0,0
378,0,6,0,0,men,1,3,0,0
379,0,6,0,0,men,1,3,0,0
380,0,6,0,0,men,1,3,0,0
381,0,6,0,0,men,1,3,0,0
382,0,6,0,0,men,2,3,0,0
383,0,6,0,0,men,2,3,0,0
384,0,6,0,0,men,2,3,0,0
385,0,6,0,0,men,2,3,0,0
386,0,6,0,0,men,2,3,0,0
387,0,6,0,0,men,2,3,0,0
388,0,6,0,0,men,2,3,0,0
389,0,6,0,0,men,2,3,0,0
390,0,6,0,0,men,2,3,0,0
391,0,6,0,0,men,2,3,0,0
392,0,6,0,0,men,1,4,0,0
393,0,6,0,0,men,1,4,0,0
394,0,6,0,0,men,1,4,0,0
395,0,6,0,0,men,1,4,0,0
396,0,6,0,0,men,2,4,0,0
397,0,6,0,0,men,2,4,0,0
398,0,6,0,0,men,2,4,0,0
399,0,6,0,0,men,2,4,0,0
400,0,6,0,0,men,2,4,0,0
401,0,6,0,0,men,2,4,0,0
402,0,6,0,0,men,2,4,0,0
403,0,6,0,0,men,2,4,0,0
404,0,6,0,0,men,2,4,0,0
405,0,6,0,0,men,2,4,0,0
406,0,6,0,0,men,3,3,0,0
407,0,6,0,0,men,3,3,0,0
408,0,6,0,0,men,3,3,0,0
409,0,6,0,0,men,3,3,0,0
410,0,6,0,0,men,3,3,0,0
411,0,6,0,0,men,3,3,0,0
412,0,6,0,0,men,3,3,0,0
413,0,6,0,0,men,3,3,0,0
414,0,6,0,0,men,3,3,0,0
415,0,6,0,0,men,3,3,0,0
416,0,6,0,0,men,3,3,0,0
417,0,6,0,0,men,3,3,0,0
418,0,6,0,0,men,3,3,0,0
419,0,6,0,0,men,3,3,0,0
420,0,7,0,0,men,3,3,0,0
421,0,7,0,0,men,3,3,0,0
422,0,7,0,0,men,3,3,0,0
423,0,7,0,0,men,4,3,0,0
424,0,7,0,0,men,4,3,0,0
425,0,7,0,0,men,3,4,0,0
426,0,7,0,0,men,3,4,0,0
427,0,7,0,0,men,3,4,0,0
428,0,7,0,0,men,3,4,0,0
429,0,7,0,0,men,3,4,0,0
430,0,7,0,0,men,3,4,0,0
431,0,7,0,0,men,3,4,0,0
432,0,7,0,0,men,3,4,0,0
433,0,7,0,0,men,3,4,0,0
434,0,7,0,0,men,2,5,0,0
435,0,7,0,0,men,2,5,0,0
436,0,7,0,0,men,2,5,0,0
437,0,7,0,0,men,2,5,0,0
438,0,7,0,0,men,2,5,0,0
439,0,7,0,0,men,2,5,0,0
440,0,7,0,0,men,2,5,0,0
441,0,7,0,0,men,2,5,0,0
442,0,7,0,0,men,2,5,0,0
443,0,7,0,0,men,2,5,0,0
444,0,7,0,0,men,2,5,0,0
445,0,7,0,0,men,2,5,0,0
446,0,7,0,0,men,3,5,0,0
447,0,7,0,0,men,3,5,0,0
448,0,7,0,0,men,3,5,0,0
449,0,7,0,0,men,3,5,0,0
450,0,7,0,0,men,3,5,0,0
451,0,7,0,0,men,3,5,0,0
452,0,7,0,0,men,3,5,0,0
453,0,7,0,0,men,3,5,0,0
454,0,7,0,0,men,3,5,0,0
455,0,7,0,0,men,3,4,0,0
456,0,7,0,0,men,3,4,0,0
457,0,7,0,0,men,3,4,0,0
458,0,7,0,0,men,4,4,0,0
459,0,7,0,0,men,5,4,0,0
460,0,7,0,0,men,5,4,0,0
461,0,7,0,0,men,5,4,0,0
462,0,7,0,0,men,5,4,0,0
463,0,7,0,0,men,4,5,0,0
464,0,7,0,0,men,4,5,0,0
465,0,7,0,0,men,4,5,0,0
466,0,7,0,0,men,4,5,0,0
467,0,7,0,0,men,4,5,0,0
468,0,7,0,0,men,4,5,0,0
469,0,7,0,0,men,3,5,0,1
470,0,7,0,0,men,3,5,0,1
471,0,7,0,0,men,3,5,0,1
472,0,7,0,0,men,3,5,0,1
473,0,7,0,0,men,3,5,0,1
474,0,7,0,0,men,3,5,0,1
475,0,7,0,0,men,3,5,0,1
476,0,7,0,0,men,3,5,0,1
477,0,7,0,0,men,3,5,0,1
478,0,7,0,0,men,3,5,0,1
479,0,7,0,0,men,3,5,0,1
480,0,8,0,0,men,3,5,0,1
481,0,8,0,0,men,3,5,0,1
482,0,8,0,0,men,4,5,0,1
483,0,8,0,0,men,5,5,0,1
484,0,8,0,0,men,5,5,0,0
485,0,8,0,0,men,6,5,0,0
486,0,8,0,0,men,6,5,0,0
487,0,8,0,0,men,6,5,0,0
488,0,8,0,0,men,6,5,0,0
489,0,8,0,0,men,6,5,0,0
490,0,8,0,0,men,6,5,0,0
491,0,8,0,0,men,6,5,0,0
492,0,8,0,0,men,6,5,0,0
493,0,8,0,0,men,6,5,0,0
494,0,8,0,0,men,6,5,0,0
495,0,8,0,0,men,6,5,0,0
496,0,8,0,0,men,5,5,0,0
497,0,8,0,0,men,5,5,0,0
498,0,8,0,0,men,5,5,0,0
499,0,8,0,0,men,4,5,0,1
500,0,8,0,0,men,4,5,0,1
501,0,8,0,0,men,3,5,0,1
502,0,8,0,0,men,3,5,0,1
503,0,8,0,0,men,3,5,0,1
504,0,8,0,0,men,3,5,0,1
505,0,8,0,0,men,3,5,0,1
506,0,8,0,0,men,3,5,0,1
507,0,8,0,0,men,3,5,0,1
508,0,8,0,0,men,3,5,0,1
509,0,8,0,0,men,3,5,0,0
510,0,8,0,0,men,3,5,0,0
511,0,8,0,0,men,3,5,0,0
512,0,8,0,0,men,3,5,0,0
513,0,8,0,0,men,3,5,0,0
514,0,8,0,0,men,4,5,0,0
515,0,8,0,0,men,5,5,0,0
516,0,8,0,0,men,5,5,0,0
517,0,8,0,0,men,5,5,0,0
518,0,8,0,0,men,5,5,0,0
519,0,8,0,0,men,5,5,0,0
520,0,8,0,0,men,5,5,0,0
521,0,8,0,0,men,5,5,0,0
522,0,8,0,0,men,5,5,0,0
523,0,8,0,0,men,5,5,0,0
524,0,8,0,0,men,5,5,0,0
525,0,8,0,0,men,5,5,0,0
526,0,8,0,0,men,5,5,0,0
527,0,8,0,0,men,5,5,0,0
528,0,8,0,0,men,5,5,0,0
529,0,8,0,0,men,5,5,0,0
530,0,8,0,0,men,5,5,0,0
531,0,8,0,0,men,5,5,0,0
532,0,8,0,0,men,4,5,0,1
533,0,8,0,0,men,3,5,0,1
534,0,8,0,0,men,3,5,0,1
535,0,8,0,0,men,3,5,0,1
536,0,8,0,0,men,3,5,0,1
537,0,8,0,0,men,3,5,0,1
538,0,8,0,0,men,2,5,0,2
539,0,8,0,0,men,2,5,0,2
540,0,9,0,0,men,2,5,0,2
541,0,9,0,0,men,2,5,0,2
542,0,9,0,0,men,2,5,0,2
543,0,9,0,0,men,2,5,0,2
544,0,9,0,0,men,2,5,0,2
545,0,9,0,0,men,2,5,0,2
546,0,9,0,0,men,2,5,0,2
547,0,9,0,0,men,2,5,0,2
548,0,9,0,0,men,2,5,0,2
549,0,9,0,0,men,2,5,0,2
550,0,9,0,0,men,2,5,0,1
551,0,9,0,0,men,2,5,0,1
552,0,9,0,0,men,2,5,0,1
553,0,9,0,0,men,2,5,0,1
554,0,9,0,0,men,2,5,0,1
555,0,9,0,0,men,2,5,0,1
556,0,9,0,0,men,2,5,0,1
557,0,9,0,0,men,2,5,0,1
558,0,9,0,0,men,2,5,0,1
559,0,9,0,0,men,2,5,0,1
560,0,9,0,0,men,2,5,0,1
561,0,9,0,0,men,2,5,0,1
562,0,9,0,0,men,2,5,0,1
563,0,9,0,0,men,2,5,0,1
564,0,9,0,0,men,2,5,0,1
565,0,9,0,0,men,1,5,0,2
566,0,9,0,0,men,1,5,0,2
567,0,9,0,0,men,2,5,0,2
568,0,9,0,0,men,2,5,0,2
569,0,9,0,0,men,2,5,0,2
570,0,9,0,0,men,2,5,0,2
571,0,9,0,0,men,2,5,0,2
572,0,9,0,0,men,2,5,0,2
573,0,9,0,0,men,2,5,0,2
574,0,9,0,0,men,2,5,0,2
575,0,9,0,0,men,2,5,0,2
576,0,9,0,0,men,2,5,0,1
577,0,9,0,0,men,2,5,0,1
578,0,9,0,0,men,2,5,0,1
579,0,9,0,0,men,2,5,0,1
580,0,9,0,0,men,2,5,0,1
581,0,9,0,0,men,2,5,0,1
582,0,9,0,0,men,2,5,0,1
583,0,9,0,0,men,2,5,0,1
584,0,9,0,0,men,2,5,0,1
585,0,9,0,0,men,2,5,0,1
586,0,9,0,0,men,2,5,0,1
587,0,9,0,0,men,2,5,0,1
588,0,9,0,0,men,3,5,0,1
589,0,9,0,0,men,3,5,0,1
590,0,9,0,0,men,3,5,0,1
591,0,9,0,0,men,3,5,0,1
592,0,9,0,0,men,3,5,0,1
593,0,9,0,0,men,3,5,0,1
594,0,9,0,0,men,3,5,0,0
595,0,9,0,0,men,3,5,0,0
596,0,9,0,0,men,3,5,0,0
597,0,9,0,0,men,3,5,0,0
598,0,9,0,0,men,3,4,0,0
599,0,9,0,0,men,3,4,0,0
600,0,10,0,0,men,3,4,0,0
601,0,10,0,0,men,3,4,0,0
602,0,10,0,0,men,3,4,0,0
603,0,10,0,0,men,3,4,0,0
604,0,10,0,0,men,3,4,0,0
605,0,10,0,0,men,3,4,0,0
606,0,10,0,0,men,3,4,0,0
607,0,10,0,0,men,2,4,0,0
608,0,10,0,0,men,2,4,0,0
609,0,10,0,0,men,2,4,0,0
610,0,10,0,0,men,2,4,0,0
611,0,10,0,0,men,2,4,0,0
612,0,10,0,0,men,2,4,0,0
613,0,10,0,0,men,2,4,0,0
614,0,10,0,0,men,1,4,0,0
615,0,10,0,0,men,1,4,0,0
616,0,10,0,0,men,1,4,0,0
617,0,10,0,0,men,1,4,0,0
618,0,10,0,0,men,1,4,0,0
619,0,10,0,0,men,1,4,0,0
620,0,10,0,0,men,1,4,0,0
621,0,10,0,0,men,1,4,0,0
622,0,10,0,0,men,1,4,0,0
623,0,10,0,0,men,1,4,0,0
624,0,10,0,0,men,1,4,0,0
625,0,10,0,0,men,1,4,0,0
626,0,10,0,0,men,1,4,0,0
627,0,10,0,0,men,1,4,0,0
628,0,10,0,0,men,1,4,0,0
629,0,10,0,0,men,1,4,0,0
630,0,10,0,0,men,1,4,0,0
631,0,10,0,0,men,1,4,0,0
632,0,10,0,0,men,1,4,0,0
633,0,10,0,0,men,1,4,0,0
634,0,10,0,0,men,1,4,0,0
635,0,10,0,0,men,1,4,0,0
636,0,10,0,0,men,1,4,0,0
637,0,10,0,0,men,0,5,0,0
638,0,10,0,0,men,0,5,0,0
639,0,10,0,0,men,0,5,0,0
640,0,10,0,0,men,0,5,0,0
641,0,10,0,0,men,0,5,0,0
642,0,10,0,0,men,0,5,0,0
643,0,10,0,0,men,0,5,0,0
644,0,10,0,0,men,0,5,0,0
645,0,10,0,0,men,1,5,0,0
646,0,10,0,0,men,2,5,0,0
647,0,10,0,0,men,3,5,0,0
648,0,10,0,0,men,3,5,0,0
649,0,10,0,0,men,3,5,0,0
650,0,10,0,0,men,3,5,0,0
651,0,10,0,0,men,3,5,0,0
652,0,10,0,0,men,3,5,0,0
653,0,10,0,0,men,3,5,0,0
654,0,10,0,0,men,3,5,0,0
655,0,10,0,0,men,3,5,0,0
656,0,10,0,0,men,3,5,0,0
657,0,10,0,0,men,3,5,0,0
658,0,10,0,0,men,3,4,0,0
659,0,10,0,0,men,3,4,0,0
660,0,11,0,0,men,3,4,0,0
661,0,11,0,0,men,4,4,0,0
662,0,11,0,0,men,4,4,0,0
663,0,11,0,0,men,4,4,0,0
664,0,11,0,0,men,4,4,0,0
665,0,11,0,0,men,4,4,0,0
666,0,11,0,0,men,4,4,0,0
667,0,11,0,0,men,4,4,0,0
668,0,11,0,0,men,4,4,0,0
669,0,11,0,0,men,4,4,0,0
670,0,11,0,0,men,4,4,0,0
671,0,11,0,0,men,4,4,0,0
672,0,11,0,0,men,4,4,0,0
673,0,11,0,0,men,4,4,0,0
674,0,11,0,0,men,4,4,0,0
675,0,11,0,0,men,4,3,0,0
676,0,11,0,0,men,4,3,0,0
677,0,11,0,0,men,4,3,0,0
678,0,11,0,0,men,4,3,0,0
679,0,11,0,0,men,4,3,0,0
680,0,11,0,0,men,5,2,0,0
681,0,11,0,0,men,5,2,0,0
682,0,11,0,0,men,5,2,0,0
683,0,11,0,0,men,5,2,0,0
684,0,11,0,0,men,5,2,0,0
685,0,11,0,0,men,4,3,0,0
686,0,11,0,0,men,4,3,0,0
687,0,11,0,0,men,4,3,0,0
688,0,11,0,0,men,4,3,0,0
689,0,11,0,0,men,4,3,0,0
690,0,11,0,0,men,4,3,0,0
691,0,11,0,0,men,4,3,0,0
692,0,11,0,0,men,3,4,0,0
693,0,11,0,0,men,3,4,0,0
694,0,11,0,0,men,3,4,0,0
